word,pinyin,freq
笑不可仰,xia4o bu ke yang,1.2
诗情画意,shi qing hua1 yi,1.2
雾里看花,wu li ka4n hua,1.2
识时通变,shi shi tong bia2n,1.2
不分玉石,bu fe4n yu shi,1.2
幺么小丑,ya1o mo xiao chou,1.2
幺麽小丑,ya1o mo xiao chou,1.2
传道受业,chua2n dao shou ye,1.2
迁延时日,qia1n yan shi ri,1.2
方言矩行,fa1ng yan ju xing,1.2
大莫与京,da4 mo yu jing,1.2
分秒必争,fen mia1o bi zheng,1.2
席履丰厚,xi lv feng ho2u,1.2
七步成诗,qi bu che1ng shi,1.2
聋者之歌,lo2ng zhe zhi ge,1.2
积小成大,ji xia1o cheng da,1.2
精义入神,jing yi ru shen,1.2
神思恍惚,shen si hua2ng hu,1.2
微机四伏,we1i ji si fu,1.2
夜以继日,ye4 yi ji ri,1.2
朱陈之好,zhu chen zhi ha1o,1.2
铁树开华,tie shu ka3i hua,1.2
立地成佛,li di cheng fo4,1.2
中立不倚,zho1ng li bu yi,1.19
食不下咽,shi bu xia2 yan,1.19
胆大心小,da3n da xin xiao,1.19
放马后炮,fa4ng ma hou pao,1.19
一谷不登,yi gu bu de1ng,1.19
天理难容,tia1n li nan rong,1.19
拿班做势,na2 ban zuo shi,1.19
神运鬼输,she2n yun gui shu,1.19
漫天开价,ma4n tian kai jia,1.19
苍狗白衣,ca1ng gou bai yi,1.19
眼急手快,ya3n ji shou kuai,1.19
手急眼快,shou ji ya3n kuai,1.19
两般三样,lia3ng ban san yang,1.19
五零二落,wu ling er luo3,1.19
如梦方醒,ru meng fa2ng xing,1.19
文章宗匠,wen zha2ng zong jiang,1.19
安土重旧,a1n tu zhong jiu,1.19
金风送爽,jin feng song shua1ng,1.19
一鳞片甲,yi lin pia1n jia,1.19
函盖乾坤,ha2n gai qian kun,1.19
文似其人,we2n si qi ren,1.19
酒余茶后,jiu yu cha3 hou,1.19
在人耳目,za4i ren er mu,1.19
耐人咀嚼,na4i ren ju jue,1.19
心细于发,xin xi yu fa1,1.19
年谷不登,nia2n gu bu deng,1.19
脱口成章,tuo kou cheng zha1ng,1.19
生寄死归,she1ng ji si gui,1.19
草草收兵,ca3o cao shou bing,1.19
遂心应手,sui xin ying sho4u,1.19
神输鬼运,she2n shu gui yun,1.19
药石之言,ya4o shi zhi yan,1.19
情长纸短,qing　cha2ng　zhi　duan,1.19
胡言乱道,hu ya2n luan dao,1.19
一树百获,yi shu ba1i huo,1.19
与民除害,yu hu chu ha3i,1.19
白衣苍狗,ba2i yi cang gou,1.19
情深骨肉,qing shen gu ro2u,1.19
罪恶贯盈,zui e gua4n ying,1.19
膏梁子弟,ga1o liang zi di,1.19
骤风暴雨,zhou feng ba4o yu,1.19
骤不及防,zhou bu ji fa4ng,1.19
水涨船高,shui zha3ng chuan gao,1.19
发凡起例,fa1 fan qi li,1.19
单刀直入,da1n dao zhi ru,1.19
心腹之疾,xi1n fu zhi ji,1.19
东拉西扯,dong la1 xi che,1.19
恩德如山,en de ru sha1n,1.19
抓破面皮,zhua1 po mian pi,1.19
虚己受人,xu ji sho1u ren,1.19
东扯西拉,dong che xi la1,1.19
角户分门,jia3o hu fen men,1.19
百了千当,ba3i liao qian dang,1.19
熟路轻车,shu lu qing che2,1.19
方兴未已,fa1ng xing wei yi,1.19
死不足惜,si3 bu zu xi,1.19
千载一合,qia1n zai yi he,1.19
草芥人命,ca3o jie ren ming,1.19
而立之年,er li zhi nia2n,1.19
了身脱命,le shen tuo1 ming,1.19
托物引类,tuo1 wu yin lei,1.19
荆棘满途,jing ji ma1n tu,1.19
名山大川,ming sha2n da chuan,1.19
荆棘载途,jing ji za1i tu,1.19
无名孽火,wu ming nie huo2,1.19
淹会贯通,ya1n hui guan tong,1.19
毒手尊前,du shou zun qia2n,1.19
星飞电急,xing fei dia1n ji,1.19
不相为谋,bu xia4ng wei mou,1.19
鲁莽灭裂,lu ma3ng mie lie,1.19
倒持手板,da3o chi shou ban,1.19
埋头顾影,ma2i tou gu ying,1.19
好梦难圆,ha3o meng nan yuan,1.19
端人正士,dua1n ren zheng shi,1.19
出言成章,chu ya1n cheng zhang,1.19
安适如常,a1n shi ru chang,1.19
明来暗往,ming la2i an wang,1.19
头稍自领,tou sha2o zi ling,1.19
整本大套,zheng ben da3 tao,1.19
披麻救火,pi ma1 jiu huo,1.19
五月披裘,wu yue3 pi qiu,1.19
地利人和,di li re4n he,1.19
晚节不保,wa3n jie bu bao,1.19
道头会尾,da4o tou hui wei,1.19
疾如雷电,ji ru lei dia2n,1.19
随行逐队,sui2 xing zhu dui,1.19
外圆内方,wa4i yuan nei fang,1.19
三宫六院,sa1n gong liu yuan,1.19
过桥抽板,guo qia4o chou ban,1.19
东完西缺,dong wa1n xi que,1.19
竹马之友,zhu ma2 zhi you,1.19
分心挂腹,fen xin gua1 fu,1.19
纸短情长,zhi dua3n qing chang,1.19
狼烟四起,la2ng yan si qi,1.19
尽美尽善,jin mei jin sha4n,1.19
吃苦耐劳,chi ku na1i lao,1.19
多难兴邦,duo na1n xing bang,1.19
陈言老套,chen ya2n lao tao,1.19
轻车熟路,qing che1 shu lu,1.19
言简意该,ya2n jian yi gai,1.19
七上八落,qi sha1ng ba luo,1.19
赶尽杀绝,ga3n jin sha jue,1.19
弯腰捧腹,wa1n yao peng fu,1.19
屈打成招,qu da1 cheng zhao,1.19
尾大不掉,wei da3 bu diao,1.19
仅以身免,jin yi shen mia3n,1.19
尽善尽美,jin sha4n jin mei,1.19
龙蛇飞舞,lo2ng she fei wu,1.19
三兽渡河,sa1n shou du he,1.19
救火投薪,jiu huo4 tou xin,1.19
千了百当,qia1n liao bai dang,1.19
光阴似箭,gua1ng yin si jian,1.19
心神不宁,xin she1n bu ning,1.19
高唱入云,ga1o chang ru yun,1.19
视民如伤,shi min ru sha4ng,1.19
外方内圆,wa4i fang nei yuan,1.19
白发青衫,ba2i fa qing shan,1.18
蜻蜓点水,qing ting dia1n shui,1.18
曲不离口,qu bu li ko3u,1.18
笃学好古,du xue ha3o gu,1.18
不义之财,bu yi zhi ca4i,1.18
连天烽火,lia2n tian feng huo,1.18
闲情别致,xia2n qing bie zhi,1.18
安常守分,a1n chang shou fen,1.18
笃而论之,du e3r lun zhi,1.18
巫山云雨,wu sha1n yun yu,1.18
血债累累,xue zha4i lei lei,1.18
在天之灵,za4i tian zhi ling,1.18
才占八斗,ca2i zhan ba dou,1.18
从善若流,cong sha2n ruo liu,1.18
得未尝有,de wei cha2ng you,1.18
月章星句,yue zha4ng xing ju,1.18
爱如己出,a4i ru ji chu,1.18
说三道四,shuo sa1n dao si,1.18
亲临其境,qi1n lin qi jing,1.18
情逾骨肉,qing yu gu ro2u,1.18
不可言喻,bu ke ya4n yu,1.18
抱薪救火,ba4o xin jiu huo,1.18
月明星稀,yue4 ming xing xi,1.18
床下安床,chua2ng xia an chuang,1.18
八面受敌,ba1 mian shou di,1.18
拿班作势,na2 ban zuo shi,1.18
东观西望,dong gua1ng xi wang,1.18
日月丽天,ri yue li tia4n,1.18
余波未平,yu bo2 wei ping,1.18
盖棺定论,ga4i guan ding lun,1.18
百二河山,ba3i er he shan,1.18
荆棘塞途,jing ji se1 tu,1.18
识文谈字,shi wen ta2n zi,1.18
死不悔改,si bu hui ga3i,1.18
德隆望重,de long wa2ng zhong,1.18
桂林杏苑,gui lin xing yua4n,1.18
若明若暗,ruo ming ruo a4n,1.18
骂天扯地,ma4 tian che di,1.18
日暖风和,ri nua4n feng he,1.18
金石之坚,jin shi zhi jia1n,1.18
出言无状,chu ya1n wu zhuang,1.18
出言吐语,chu ya1n tu yu,1.18
咳声叹气,ha1i sheng tan qi,1.18
出言吐词,chu ya1n tu ci,1.18
云雨巫山,yun yu wu sha2n,1.18
日和风暖,ri he feng nua4n,1.18
东望西观,dong wa1ng xi guan,1.18
据为己有,ju wei ji yo4u,1.18
一己之见,yi ji zhi jia1n,1.18
众目共视,zho4ng mu gong shi,1.18
以誉为赏,yi yu wei sha3ng,1.18
户限为穿,hu xia4n wei chuan,1.18
救苦救难,jiu ku jiu na4n,1.18
间不容缕,jia1n bu rong lv,1.18
尾生之信,we3i sheng zhi xin,1.18
相得益章,xia1ng de yi zhang,1.18
故剑情深,gu jia4n qing shen,1.18
顶礼膜拜,ding li mo ba3i,1.18
谈虎色变,ta2n hu se bian,1.18
成千累万,cheng qia2n lei wan,1.18
狼号鬼哭,la2ng hao gui ku,1.18
目治手营,mu zhi sho4u ying,1.18
代马望北,da4i ma wang bei,1.18
狼狈为奸,la2ng bei wei jian,1.18
多言数穷,duo ya1n shuo qiong,1.18
油干火尽,you ga2n huo jin,1.18
春暖花香,chun nua1n hua xiang,1.18
溯源穷流,su yua4n qiong liu,1.18
继古开今,ji gu ka4i jin,1.18
磕头碰脑,ke tou peng na1o,1.18
忘情负义,wa4ng qing fu yi,1.18
半生不熟,ba4n sheng bu shu,1.18
春山如笑,chun sha1n ru xiao,1.18
七口八嘴,qi kou ba1 zui,1.18
千方万计,qia1n fang wan ji,1.18
白眼相看,ba2i yan xiang kan,1.18
柔情侠骨,rou qing xia2 gu,1.18
守分安常,shou fen a3n chang,1.18
舞文弄法,wu wen nong fa3,1.18
庸医杀人,yong yi sha1 ren,1.18
如牛负重,ru niu fu zho2ng,1.18
生灵涂地,she1ng ling tu di,1.18
无以塞责,wu yi se2 ze,1.18
文风不动,wen feng bu do2ng,1.18
狗急跳墙,gou ji tia3o qiang,1.18
直上青云,zhi sha2ng qing yun,1.18
风和日暖,feng he ri nua1n,1.18
莫为已甚,mo4 wei yi shen,1.18
十转九空,shi zhua2n jiu kong,1.18
积非成是,ji fe1i cheng shi,1.18
胆大于身,da3n da yu shen,1.18
一偏之论,yi pia1n zhi lun,1.18
河落海干,he luo ha2i gan,1.18
莫此为甚,mo4 ci wei shen,1.18
委罪于人,we3i zui yu ren,1.18
行古志今,xi2ng gu zhi jin,1.18
河汉无极,he ha2n wu ji,1.18
负薪救火,fu xin jiu huo4,1.18
满天星斗,ma3n tian xing dou,1.18
全军覆没,qua2n jun fu mo,1.18
七首八脚,qi shou ba1 jiao,1.18
兵临城下,bing lin cheng xia1,1.18
生龙活虎,sheng lo1ng huo hu,1.18
如振落叶,ru zhen luo2 ye,1.18
绿林好汉,lu lin ha4o han,1.18
整装待发,zheng zhua3ng dai fa,1.18
对床夜语,dui chua4ng ye yu,1.18
未竟之志,we4i jing zhi zhi,1.18
沧浪老人,ca1ng lang lao ren,1.18
东零西落,do1ng ling xi luo,1.18
音问两绝,yin wen lia1ng jue,1.18
高歌猛进,ga1o ge meng jin,1.18
流芳千古,liu fa2ng qian gu,1.18
事核言直,shi he ya4n zhi,1.18
异路同归,yi lu to4ng gui,1.18
藏诸名山,ca2ng zhu ming shan,1.18
积不相能,ji bu xia1ng neng,1.18
文过遂非,wen guo2 sui fei,1.18
逾年历岁,yu nia2n li sui,1.18
高官尊爵,ga1o guan zun jue,1.18
施号发令,shi ha1o fa ling,1.18
按兵不举,a4n bing bu ju,1.18
心细如发,xin xi ru fa1,1.18
胆大包天,da3n da bao tian,1.18
红情绿意,ho2ng qing lv yi,1.18
青云直上,qing yun zhi sha1ng,1.18
遂非文过,sui fei wen guo2,1.18
以理服人,yi li fu re3n,1.18
福星高照,fu xing ga2o zhao,1.18
意得志满,yi de zhi ma4n,1.18
意满志得,yi ma4n zhi de,1.18
大煞风趣,da4 sha feng qu,1.18
瞒天要价,ma2n tian yao jia,1.18
七步成章,qi bu cheng zha1ng,1.18
游谈无根,you ta2n wu gen,1.18
属人耳目,shu re3n er mu,1.18
楚歌四起,chu ge3 si qi,1.18
占风望气,zha1n feng wang qi,1.18
香象渡河,xia1ng xiang du he,1.18
死而复生,si e3r fu sheng,1.18
烽火连天,feng huo lia1n tian,1.18
弄法舞文,nong fa4 wu wen,1.18
卷甲倍道,jua3n jia bei dao,1.18
惨无天日,ca3n wu tian ri,1.18
直言切谏,zhi ya2n qie jian,1.18
知疼着热,zhi teng zha1o re,1.18
不羞当面,bu xiu da4ng mian,1.18
东藏西躲,dong ca1ng xi duo,1.18
周而复始,zho1u er fu shi,1.17
无地可容,wu di ke ro2ng,1.17
众志成城,zho4ng zhi cheng cheng,1.17
气得志满,qi de zhi ma4n,1.17
尻轮神马,ka1o lun shen ma,1.17
以杀止杀,yi sha3 zhi sha,1.17
地广人希,di gua4ng ren xi,1.17
孤悬浮寄,gu xua1n fu ji,1.17
纸上谈兵,zhi sha3ng tan bing,1.17
相逢恨晚,xia1ng feng hen wan,1.17
明推暗就,ming tui a2n jiu,1.17
养家活口,ya3ng jia huo kou,1.17
忍心害理,ren xin ha3i li,1.17
身经百战,shen jing ba1i zhan,1.17
齐驱并进,qi2 qu bing jin,1.17
赞声不绝,za4n sheng bu jue,1.17
深文附会,she1n wen fu hui,1.17
恨相知晚,hen xia4ng zhi wan,1.17
不求甚解,bu qiu she4n jie,1.17
九故十亲,jiu3 gu shi qin,1.17
缚鸡之力,fu ji4 zhi li,1.17
神工鬼力,shen go2ng gui li,1.17
立命安身,li ming a4n shen,1.17
目不识书,mu bu shi4 shu,1.17
安身立命,a1n shen li ming,1.17
家常里短,jia1 chang li duan,1.17
端倪可察,dua1n ni ke cha,1.17
对证下药,dui zheng xia4 yao,1.17
十亲九故,shi qin jiu2 gu,1.17
百下百着,ba3i xia bai zhao,1.17
争强好胜,zheng qia1ng hao sheng,1.17
追根问底,zhui ge1n wen di,1.17
计日以待,ji ri yi da4i,1.17
不识东家,bu shi dong jia4,1.17
道不相谋,da4o bu xiang mou,1.17
价等连城,jia4 deng lian cheng,1.17
信口胡言,xin kou hu ya4n,1.17
积少成多,ji sha1o cheng duo,1.17
高自标树,ga1o zi biao shu,1.17
响彻云霄,xia3ng che yun xiao,1.17
举目无亲,ju mu wu qi3n,1.17
九合一匡,jiu he yi kua3ng,1.17
名山胜川,ming sha2n sheng chuan,1.17
回干就湿,hui ga2n jiu shi,1.17
面墙而立,mia4n qiang er li,1.17
知人下士,zhi ren xia1 shi,1.17
心心念念,xin xin nia1n nian,1.17
先人后己,xia1n ren hou ji,1.17
格物致知,ge2 wu zhi zhi,1.17
龙化虎变,long hua2 hu bian,1.17
三山五岳,sa1n shan wu yue,1.17
缺吃短穿,que chi dua1n chuan,1.17
食古不化,shi gu bu hua2,1.17
一室生春,yi shi she1ng chun,1.17
风风火火,feng feng huo1 huo,1.17
蛮来生作,ma2n lai sheng zuo,1.17
囤积居奇,tun ji2 ju qi,1.17
广寒仙子,gua3ng han xian zi,1.17
审几度势,she3n ji du shi,1.17
果不其然,guo bu qi ra3n,1.17
民有菜色,min you ca2i se,1.17
探头探脑,ta4n tou tan nao,1.17
气满志得,qi ma4n zhi de,1.17
天机云锦,tia1n ji yun jin,1.17
欧风美雨,o1u feng mei yu,1.17
金马玉堂,jin ma1 yu tang,1.17
避世金马,bi shi jin ma4,1.17
相知恨晚,xia1ng zhi hen wan,1.17
诸色人等,zhu se1 ren deng,1.17
去暗投明,qu a4n tou ming,1.17
白手兴家,ba2i shou xing jia,1.17
文江学海,wen jia2ng xue hai,1.17
简约详核,jia3n yue xiang he,1.17
连车平斗,lia2n che ping dou,1.17
忙中有失,ma2ng zhong you shi,1.17
形诸笔墨,xing zhu bi mo2,1.17
各不相谋,ge bu xia4ng mou,1.17
旧调重弹,jiu dia4o chong tan,1.17
鞭不及腹,bia1n bu ji fu,1.17
生机勃勃,sheng ji bo1 bo,1.17
玉堂金马,yu ta4ng jin ma,1.17
礼让为国,li ra3ng wei guo,1.17
过桥拆桥,guo qia4o chai qiao,1.17
前古未闻,qia2n gu wei wen,1.17
仓皇出逃,ca1ng huang chu tao,1.17
进退唯谷,jin tui we4i gu,1.17
宽以待人,kua1n yi dai ren,1.17
急公近利,ji go2ng jin li,1.17
量如江海,lia4ng ru jiang hai,1.17
溃不成军,kui bu che4ng jun,1.17
灵机一动,ling ji yi do2ng,1.17
毫厘不爽,ha2o li bu shuang,1.17
心满愿足,xin ma1n yuan zu,1.17
千载奇遇,qia1n zai qi yu,1.17
短刀直入,dua3n dao zhi ru,1.17
博览群书,bo la2n qun shu,1.17
半生半熟,ba4n sheng ban shu,1.17
大手大脚,da4 shou da jiao,1.17
遇事生风,yu shi she4ng feng,1.17
鸡鸣起舞,ji1 ming qi wu,1.17
四山五岳,si sha4n wu yue,1.17
势不两立,shi bu lia4ng li,1.17
出言吐气,chu ya1n tu qi,1.17
四平八稳,si ping ba4 wen,1.17
多事之秋,duo1 shi zhi qiu,1.17
猛志常在,meng zhi cha3ng zai,1.17
改天换地,ga3i tian huan di,1.17
源源本本,yua2n yuan ben ben,1.17
恩深义重,en shen yi zho1ng,1.17
望而生畏,wa4ng er sheng wei,1.17
义重恩深,yi zho4ng en shen,1.17
志满气得,zhi ma4n qi de,1.17
招是搬非,zha1o shi ban fei,1.17
弥天大谎,mi tia2n da huang,1.17
且住为佳,qie zhu wei jia3,1.17
博览五车,bo la2n wu che,1.17
出处殊涂,chu1 chu shu tu,1.16
敬天爱民,jing tia4n ai min,1.16
才高行厚,ca2i gao xing hou,1.16
两头三绪,lia3ng tou san xu,1.16
胸有城府,xio1ng you cheng fu,1.16
器宇不凡,qi yu bu fa4n,1.16
束手听命,shu sho4u ting ming,1.16
讨流溯源,ta3o liu su yuan,1.16
飙发电举,bia1o fa dian ju,1.16
千兵万马,qia1n bing wan ma,1.16
助我张目,zhu wo zha4ng mu,1.16
云交雨合,yun jia2o yu he,1.16
南征北战,na2n zheng bei zhan,1.16
连理之木,lia2n li zhi mu,1.16
权均力齐,qua2n jun li qi,1.16
恪守成宪,ke shou cheng xia4n,1.16
胆大如斗,da3n da ru dou,1.16
从壁上观,cong bi sha2ng guan,1.16
长袖善舞,cha2ng xiu shan wu,1.16
安国宁家,a1n guo ning jia,1.16
百中百发,ba3i zhong bai fa,1.16
不随以止,bu shui yi zi,1.16
易子而食,yi zi e4r shi,1.16
大展宏图,da4 zhan hong tu,1.16
夺人所好,duo ren suo ha2o,1.16
救经引足,jiu4 jing yin zu,1.16
十雨五风,shi yu wu fe2ng,1.16
施而不费,shi e1r bu fei,1.16
鼻孔辽天,bi kong lia2o tian,1.16
唱沙作米,cha4ng sha zuo mi,1.16
逆行倒施,ni xing da4o shi,1.16
谈圆说通,ta2n yuan shuo tong,1.16
胡猜乱想,hu ca2i luan xiang,1.16
负德背义,fu de4 bei yi,1.16
黑灯下火,hei deng xia1 huo,1.16
目量意营,mu lia4ng yi ying,1.16
鸡飞蛋打,ji fei da1n da,1.16
钻天入地,zua1n tian ru di,1.16
雨过天青,yu guo tia3n qing,1.16
心潮澎湃,xin cha1o peng pai,1.16
十风五雨,shi fe2ng wu yu,1.16
百里之才,ba3i li zhi cai,1.16
慌慌张张,hua1ng huang zhang zhang,1.16
举步生风,ju bu she3ng feng,1.16
星行夜归,xing xing ye1 gui,1.16
同盘而食,tong pa2n er shi,1.16
减师半德,jia3n shi ban de,1.16
红叶题诗,ho2ng ye ti shi,1.16
有伤风化,you sha3ng feng hua,1.16
鸟声兽心,nia3o sheng shou xin,1.16
以利累形,yi li le3i xing,1.16
因敌为资,yin di we1i zi,1.16
出词吐气,chu ci1 tu qi,1.16
别有心肝,bie you xin ga2n,1.16
白云苍狗,ba2i yun cang gou,1.16
恢恢有余,hui hui yo1u yu,1.16
居高临下,ju ga1o lin xia,1.16
告往知来,ga4o wang zhi lai,1.16
明法审令,ming fa2 shen ling,1.16
水落石出,shui luo3 shi chu,1.16
支分族解,zhi fe1 zu jie,1.16
高天厚地,ga1o tian hou di,1.16
三头六面,sa1n tou liu mian,1.16
玉石同沉,yu shi to4ng chen,1.16
盘根错节,pa2n gen cuo jie,1.16
欢呼雀跃,hua1n hu que yue,1.16
三头对案,sa1n tou dui an,1.16
冷言冷语,leng ya3n leng yu,1.16
东偷西摸,do1ng tou xi mo,1.16
传为佳话,chua2n wei jia hua,1.16
忧心如捣,you xin ru da1o,1.16
名正言顺,ming zheng ya2n shun,1.16
文从字顺,wen co2ng zi shun,1.16
明镜高悬,ming jing ga2o xuan,1.16
头足倒置,tou zu da2o zhi,1.16
一命归西,yi ming gui1 xi,1.16
病民害国,bing min ha4i guo,1.16
床上迭床,chua2ng shang die chuang,1.16
七满八平,qi ma1n ba ping,1.16
七七八八,qi qi ba1 ba,1.16
安时处顺,a1n shi chu shun,1.16
字顺文从,zi shun wen co4ng,1.16
百世之师,ba3i shi zhi shi,1.16
二三其德,er sa4n qi de,1.16
二三其意,er sa4n qi yi,1.16
平步青云,pi2ng bu qing yun,1.16
冒名接脚,ma4o ming jie jiao,1.16
正正之旗,zhe4ng zheng zhi qi,1.16
变名易姓,bia4n ming yi xing,1.16
放纵驰荡,fa4ng zong chi dang,1.16
移山回海,yi sha2n hui hai,1.16
高自标置,ga1o zi biao zhi,1.16
誓死不贰,shi si bu e4r,1.16
调三窝四,tia2o san wo si,1.16
操奇计赢,ca1o qi ji ying,1.16
相习成风,xia1ng xi cheng feng,1.16
走漏天机,zou lou tia3n ji,1.16
今不如昔,ji1n bu ru xi,1.16
怪声怪气,gua4i sheng guai qi,1.16
逾千越万,yu qia2n yue wan,1.16
尖酸刻薄,jia1n suan ke bo,1.16
倚天拔地,yi tia3n ba di,1.16
怪诞不经,gua4i dan bu jing,1.16
杀鸡取蛋,sha1 ji qu dan,1.16
偷东摸西,to1u dong mo xi,1.16
进退中绳,jin tui zho4ng sheng,1.16
拔地倚天,ba2 di yi tian,1.16
似笑非笑,si xia4o fei xiao,1.16
如坐云雾,ru zuo2 yun wu,1.16
望其项背,wa4ng qi xiang bei,1.16
流星掣电,liu xing che dia2n,1.16
重足而立,cho2ng zu er li,1.16
百发百中,ba3i fa bai zhong,1.16
冠盖相望,gua1n gai xiang wang,1.16
引足救经,yin zu jiu3 jing,1.16
望风而逃,wa4ng feng er tao,1.16
望风而降,wa4ng feng er jiang,1.16
云天雾地,yun tia2n wu di,1.16
华封三祝,hua2 feng san zhu,1.16
作壁上观,zuo bi sha4ng guan,1.16
移天易日,yi tia2n yi ri,1.16
苍狗白云,ca1ng gou bai yun,1.16
不亦善夫,bu yi sha4n fu,1.16
刀枪入库,da1o qiang ru ku,1.16
尽付东流,jin fu do4ng liu,1.16
东征西怨,dong zheng xi yua1n,1.16
畜妻养子,xu qi ya4ng zi,1.16
虎狼之势,hu la3ng zhi shi,1.16
事款则圆,shi kua4n ze yuan,1.16
身轻言微,shen qing ya1n wei,1.16
单枪独马,da1n qiang du ma,1.16
无地自容,wu di zi ro2ng,1.16
旁门小道,pa2ng men xiao dao,1.16
身微言轻,shen wei ya1n qing,1.16
错节盘根,cuo jie pa4n gen,1.16
辩才无碍,bia4n cai wu ai,1.16
撒痴撒娇,sa1 chi sa jiao,1.16
一得之功,yi de zhi go1ng,1.16
七足八手,qi zu ba1 shou,1.16
希世之才,xi shi zhi ca1i,1.16
道边苦李,da4o bian ku li,1.16
撒娇撒痴,sa1 jiao sa chi,1.16
莫可名状,mo ke ming zhua4ng,1.16
言简意少,ya2n jian yi shao,1.16
信守不渝,xin sho4u bu yu,1.16
鼎成龙去,ding cheng lo3ng qu,1.16
冲州撞府,chong zhou zhua1ng fu,1.16
以升量石,yi sheng lia3ng dan,1.16
乱七八遭,lua4n qi ba zao,1.16
殷鉴不远,yin jia1n bu yuan,1.16
鱼贯而行,yu gua2n er xing,1.16
没世无闻,me2i shi wu wen,1.16
地大物博,di da4 wu bo,1.16
五零四散,wu ling si sa3n,1.16
驰名当世,chi ming da2ng shi,1.16
五风十雨,wu fe3ng shi yu,1.16
一介书生,yi jie1 shu sheng,1.16
撞府冲州,zhua4ng fu chong zhou,1.16
运开时泰,yun ka4i shi tai,1.16
身不遇时,she1n bu yu shi,1.16
身当其境,shen da1ng qi jing,1.16
古调不弹,gu dia3o bu tan,1.16
鸣于乔木,ming yu qia2o mu,1.16
三江七泽,sa1n jiang qi ze,1.16
背义负信,be4i yu fu xin,1.16
哀兵必胜,a1i bing bi sheng,1.16
虎落平阳,hu luo ping ya3ng,1.16
正始之音,zhe4ng shi zhi yin,1.16
不哼不哈,bu heng bu ha4,1.16
金榜挂名,jin ba1ng gua ming,1.15
犯而不校,fa4n er bu jiao,1.15
见财起意,jia4n cai qi yi,1.15
骇人闻见,ha4i ren wen jian,1.15
前思后想,qia2n si hou xiang,1.15
骇人闻听,ha4i ren wen ting,1.15
没世穷年,mei shi qiong nia2n,1.15
为德不卒,we2i de bu zu,1.15
不谋而合,bu mo4u er he,1.15
如梦如醉,ru me2ng ru zui,1.15
对症下药,dui zheng xia4 yao,1.15
金榜题名,jin ba1ng ti ming,1.15
未可厚非,wei ke ho4u fei,1.15
即事穷理,ji shi qio2ng li,1.15
事不关己,shi bu gua4n ji,1.15
秋风过耳,qiu feng guo1 er,1.15
青云独步,qi1ng yun du bu,1.15
针头线脑,zhen tou xia1n nao,1.15
树大招风,shu da4 zhao feng,1.15
鬼功神力,gui go3ng shen li,1.15
心如止水,xin ru zhi shui1,1.15
誓死不渝,shi4 si bu yu,1.15
八面玲珑,ba1 mian ling long,1.15
逸闻琐事,yi wen suo4 shi,1.15
以眼还眼,yi ya3n huan yan,1.15
百不一存,ba3i bu yi cun,1.15
随方就圆,sui fa2ng jiu yuan,1.15
尾大难掉,wei da3 nan diao,1.15
见多识广,jia4n duo shi guang,1.15
随圆就方,sui yua2n jiu fang,1.15
宗庙社稷,zong mia1o she ji,1.15
大车以载,da4 che yi zai,1.15
三头六证,sa1n tou liu zheng,1.15
言多必失,ya2n duo bi shi,1.15
绝长继短,jue cha2ng ji duan,1.15
运筹决算,yun chou jue sua4n,1.15
如醉如梦,ru zui ru me2ng,1.15
普度群生,pu du qun she3ng,1.15
折而族之,zhe er zu zi,1.15
各安生业,ge a4n sheng ye,1.15
年富力强,nia2n fu li qiang,1.15
积重不反,ji zhong bu fa1n,1.15
吐胆倾心,tu da3n qing xin,1.15
水穷山尽,shui qiong sha3n jin,1.15
