word,pinyin,freq
可乘之机,ke3 cheng zhi ji,1.25
威风八面,wei feng ba1 mian,1.25
饱经沧桑,ba3o jing cang sang,1.25
词正理直,ci zhe2ng li zhi,1.25
茫然自失,ma2ng ran zi shi,1.25
白发朱颜,ba2i fa zhu yan,1.25
政清人和,zhe4ng qing ren he,1.25
典身卖命,dia3n shen mai ming,1.25
物离乡贵,wu li xia4ng gui,1.25
草木皆兵,ca3o mu jie bing,1.25
一偏之见,yi pia1n zhi jian,1.25
比手划脚,bi shou hua3 jiao,1.25
倒背如流,da4o bei ru liu,1.25
告老还乡,ga4o lao huan xiang,1.25
李白桃红,li ba3i tao hong,1.25
知彼知己,zhi1 bi zhi ji,1.25
改张易调,ga3i zhang yi diao,1.25
处高临深,chu ga3o lin shen,1.25
格古通今,ge gu to2ng jin,1.25
问十道百,wen shi da4o bai,1.25
点手划脚,dia3n shou ji jiao,1.25
心烦技痒,xin fa1n ji yanɡ,1.25
临危受命,lin wei sho2u ming,1.25
拜鬼求神,ba4i gui qiu shen,1.25
索然无味,suo ra3n wu wei,1.25
风驰电击,feng chi dia1n ji,1.25
深文周纳,shen wen zhou na1,1.25
情投意合,qing to2u yi he,1.25
轻手软脚,qing shou rua1n jiao,1.25
无价之宝,wu jia2 zhi bao,1.25
出幽升高,chu you sheng ga1o,1.25
点指划脚,dia3n zhi ji jiao,1.25
毛发倒竖,ma2o fa dao shu,1.25
栈山航海,zha4n shan hang hai,1.25
龙德在田,long de za2i tian,1.25
花好月圆,hua1 hao yue yuan,1.25
计合谋从,ji he mo4u cong,1.25
达士通人,da2 shi tong ren,1.25
刺上化下,ci sha4ng hua xia,1.25
贤良方正,xia2n liang fang zheng,1.25
通情达理,tong qing da1 li,1.25
开基立业,ka1i ji li ye,1.25
当头棒喝,da1ng tou bang he,1.25
昏昏默默,hun hun mo1 mo,1.25
守正不阿,sho3u zheng bu e,1.25
神领意造,shen ling yi za2o,1.25
战战业业,zha4n zhan ye ye,1.25
九流十家,jiu liu shi jia3,1.25
相辅而行,xia1ng fu er xing,1.25
闻风而至,we2n feng er zhi,1.25
痛不欲生,to4ng bu yu sheng,1.25
难分难解,na2n fen nan jie,1.25
东冲西撞,dong chong xi zhua1ng,1.25
天假因缘,tia1n jia yin yuan,1.25
知己知彼,zhi1 ji zhi bi,1.25
理不胜辞,li bu she3ng ci,1.25
一顾倾城,yi gu qing che1ng,1.25
弄鬼弄神,no4ng gui nong shen,1.25
月圆花好,yue yua4n hua hao,1.25
德胜头回,de sheng to2u hui,1.25
肉山酒海,rou sha4n jiu hai,1.25
八面威风,ba1 mian wei feng,1.25
德胜头迴,de sheng to2u hui,1.25
意合情投,yi he qing to4u,1.25
勤学好问,qin xue ha2o wen,1.25
茫然若失,ma2ng ran ruo shi,1.25
理正词直,li zhe3ng ci zhi,1.25
难解难分,na2n jie nan fen,1.25
勃然变色,bo ra2n bian se,1.25
背城借一,be4i cheng jie yi,1.25
风吹云散,feng chui yun sa1n,1.25
不偏不党,bu pia4n bu dang,1.25
借水推船,jie shui tui chua4n,1.25
不药而愈,bu ya4o er yu,1.25
乡利倍义,xia1ng li bei yi,1.25
闭门扫迹,bi kou sa4o gui,1.25
雨条烟叶,yu tia3o yan ye,1.25
待时守分,da4i shi shou fen,1.25
冷水浇头,leng shui jia3o tou,1.25
八仙过海,ba1 xian guo hai,1.25
弄神弄鬼,no4ng shen nong gui,1.25
文房四宝,wen fa2ng si bao,1.25
闻风而起,we2n feng er qi,1.25
习与性成,xi yu xing che2ng,1.25
日长似岁,ri cha4ng si sui,1.25
恋栈不去,lia4n zhan bu qu,1.25
心忙意急,xin ma1ng yi ji,1.25
马如游龙,ma3 ru you long,1.25
过化存神,guo hua4 cun shen,1.25
指亲托故,zhi qin tuo3 gu,1.25
青黄未接,qing hua1ng wei jie,1.25
一虎不河,yi hu bu he1,1.25
守经达权,shou jing da3 quan,1.25
冷水浇背,leng shui jia3o bei,1.24
长命百岁,cha2ng ming bai sui,1.24
寥寥可数,lia2o liao ke shu,1.24
买空卖空,ma3i kong mai kong,1.24
秋色平分,qiu se1 ping fen,1.24
弥天大祸,mi tia2n da huo,1.24
改朝换代,ga3i chao huan dai,1.24
同忧相救,tong you xia2ng jiu,1.24
楚囚相对,chu qiu xia3ng dui,1.24
引水入墙,yin shui ru qia3ng,1.24
寥寥无几,lia2o liao wu ji,1.24
水底捞针,shui di la3o zhen,1.24
乐不极盘,le bu ji pa4n,1.24
乡书难寄,xia1ng shu nan ji,1.24
少条失教,sha3o tiao shi jiao,1.24
守先待后,shou xia3n dai hou,1.24
东门逐兔,do1ng men zhu tu,1.24
金兰之交,jin la1n zhi jiao,1.24
马如游鱼,ma3 ru you yu,1.24
应答如流,ying da4 ru liu,1.24
一石二鸟,yi shi er nia1o,1.24
政通人和,zheng to4ng ren he,1.24
高官厚禄,ga1o guan hou lu,1.24
大天白日,da4 tian bai ri,1.24
书生之见,shu sheng zhi jia1n,1.24
黯然神伤,a4n ran shen shang,1.24
旁门左道,pa2ng men zuo dao,1.24
床头金尽,chua2ng tou jin jin,1.24
国无宁日,guo2 wu ning ri,1.24
苦中作乐,ku zho3ng zuo le,1.24
阿平绝倒,a1 ping jue dao,1.24
顺风驶船,shun feng shi chua3n,1.24
进退无据,jin tui4 wu ju,1.24
中西合璧,zho1ng xi he bi,1.24
达观知命,da2 guan zhi ming,1.24
向声背实,xia4ng sheng bei shi,1.24
八拜之交,ba1 bai zhi jiao,1.24
战天斗地,zha4n tian dou di,1.24
行将就木,xing jia2ng jiu mu,1.24
进退无路,jin tui4 wu lu,1.24
厚禄高官,hou lu ga4o guan,1.24
深山穷林,shen sha1n qiong lin,1.24
析圭分组,xi gui fe1n zu,1.24
养生丧死,ya3ng sheng sang si,1.24
心神恍惚,xin shen hua1ng hu,1.24
黯然伤神,a4n ran shang shen,1.24
入海算沙,ru ha4i suan sha,1.24
本同末离,ben to3ng mo li,1.24
前目后凡,qia2n mu hou fan,1.24
保家卫国,ba3o jia wei guo,1.24
柔情密意,ro2u qing mi yi,1.24
波澜老成,bo la1n lao cheng,1.24
卖空买空,ma4i kong mai kong,1.24
生财有道,sheng ca1i you dao,1.24
平分秋色,ping fe2n qiu se,1.24
别具只眼,bie ju zhi ya2n,1.24
似是而非,si shi e4r fei,1.24
梯山航海,ti sha1n hang hai,1.24
才秀人微,ca2i xiu ren wei,1.24
义形于色,yi xing yu se4,1.24
月露之体,yue4 lu zhi ti,1.24
弘奖风流,hong jia2ng feng liu,1.24
倾国倾城,qing guo1 qing cheng,1.24
出乎反乎,chu hu fa1n hu,1.24
山林隐逸,sha1n lin yin yi,1.24
一花独放,yi hua1 du fang,1.24
无足重轻,wu zu zho2ng qing,1.24
动心忍性,do4ng xin ren xing,1.24
龙举云属,lo2ng ju yun shu,1.24
融释贯通,rong shi gua2n tong,1.24
今雨新知,ji1n yu xin zhi,1.24
树大根深,shu da4 gen shen,1.24
杀敌致果,sha1 di zhi guo,1.24
肉眼凡夫,rou ya4n fan fu,1.24
一成一旅,yi che1ng yi lv,1.24
非分之财,fei fen zhi ca1i,1.24
风雷之变,feng lei zhi bia1n,1.24
旧雨新知,jiu4 yu xin zhi,1.24
生生世世,she1ng sheng shi shi,1.24
左道旁门,zuo da3o pang men,1.24
有头有脑,you tou you na3o,1.24
南面称孤,na2n mian cheng gu,1.24
不值一顾,bu zhi4 yi gu,1.24
杀一利百,sha1 yi li bai,1.24
积雪封霜,ji xue feng shua1ng,1.24
民保于信,min ba2o yu xin,1.24
倾城倾国,qing cheng qing guo1,1.24
江天一色,jia1ng tian yi se,1.24
猛虎添翼,meng hu tia3n yi,1.24
画虎成狗,hua4 hu cheng gou,1.24
将顺其美,jia1ng shun qi mei,1.24
报本反始,ba4o ben fan shi,1.24
航海梯山,ha2ng hai ti shan,1.24
不修小节,bu xiu xia4o jie,1.24
修短随化,xiu dua1n sui hua,1.24
食不甘味,shi bu ga2n wei,1.24
言信行果,ya2n xin xing guo,1.24
从风而服,co2ng feng er fu,1.24
心满原足,xin ma1n yuan zu,1.24
九年之蓄,jiu nia3n zhi xu,1.24
日益月滋,ri yi yue4 zi,1.24
进退无所,jin tui wu suo4,1.24
置锥之地,zhi zhui4 zhi di,1.24
不次之位,bu ci zhi we4i,1.24
金石之功,jin shi zhi go1ng,1.24
改行从善,ga3i xing cong shan,1.24
立锥之地,li zhui4 zhi di,1.24
要价还价,ya4o jia huan jia,1.24
凡夫肉眼,fa2n fu rou yan,1.24
急公好义,ji gong ha2o yi,1.24
胸中万卷,xiong zhong wa1n juan,1.24
大红大紫,da4 hong da zi,1.24
轻言轻语,qing ya1n qing yu,1.24
青史传名,qing shi chua1n ming,1.24
为善最乐,wei sha2n zui le,1.24
食不二味,shi bu e2r wei,1.24
流芳后世,liu fa2ng hou shi,1.23
以血洗血,yi xue3 xi xue,1.23
学富五车,xue2 fu wu che,1.23
造因得果,za4o yin de guo,1.23
冷心冷面,leng xin leng mia3n,1.23
进退双难,jin tui shua4ng nan,1.23
积功兴业,ji go1ng xing ye,1.23
变古易常,bia4n gu yi chang,1.23
改节易操,ga3i jie yi cao,1.23
适逢其会,shi fe4ng qi hui,1.23
安之若素,a1n zhi ruo su,1.23
进退有节,jin tui yo4u jie,1.23
急起直追,ji qi zhi zhui2,1.23
花香鸟语,hua1 xiang niao yu,1.23
操身行世,ca1o shen xing shi,1.23
下笔成篇,xia4 bi cheng pian,1.23
文身断发,wen shen dua2n fa,1.23
慢条斯理,ma4n tiao si li,1.23
大有起色,da4 you qi se,1.23
兵多将广,bing duo jia1ng guang,1.23
闻名丧胆,wen ming sa2ng dan,1.23
家给民足,jia1 ji min zu,1.23
罪逆深重,zui ni shen zho4ng,1.23
条三窝四,tia2o san wo si,1.23
山公倒载,sha1n gong dao zai,1.23
清天白日,qing tia1n bai ri,1.23
丰标不凡,feng bia1o bu fan,1.23
变幻莫测,bia4n huan mo ce,1.23
众口难调,zhong kou na4n tiao,1.23
经邦论道,jing ba1ng lun dao,1.23
齐心一力,qi2 xin yi li,1.23
进退有度,jin tui yo4u du,1.23
诈奸不及,zha4 jian bu ji,1.23
牛刀小试,niu da2o xiao shi,1.23
高官显爵,ga1o guan xian jue,1.23
急如风火,ji ru feng huo2,1.23
熏陶成性,xun ta1o cheng xing,1.23
进退可度,jin tui ke4 du,1.23
巧作名目,qia3o zuo ming mu,1.23
轻身重义,qing shen zho1ng yi,1.23
进退有常,jin tui you cha4ng,1.23
一掷乾坤,yi zhi qia1n kun,1.23
进退无门,jin tui wu me4n,1.23
排山倒海,pa2i shan dao hai,1.23
奋勇当先,fen yong da4ng xian,1.23
江洋大盗,jia1ng yang da dao,1.23
黑家白日,hei jia1 bai ri,1.23
心如铁石,xin ru tie1 shi,1.23
机事不密,ji1 shi bu mi,1.23
有头没脑,you tou mei na3o,1.23
疾风劲草,ji feng jin ca2o,1.23
下笔如神,xia4 bi ru shen,1.23
说嘴郎中,shuo zui la1ng zhong,1.23
指手划脚,zhi shou hua3 jiao,1.23
深山穷谷,shen sha1n qiong gu,1.23
鼻端生火,bi dua2n sheng huo,1.23
人头畜鸣,ren to2u chu ming,1.23
死样活气,si ya3ng huo qi,1.23
逢山开路,feng sha2n kai lu,1.23
风流儒雅,feng liu ru ya1,1.23
光阴如箭,gua1ng yin ru jian,1.23
单刀赴会,da1n dao fu hui,1.23
遗闻琐事,yi wen suo2 shi,1.23
言行相诡,ya2n xing xiang gui,1.23
风吹马耳,feng chui ma1 er,1.23
耻居王后,chi ju wa3ng hou,1.23
鱼跃龙门,yu yue lo2ng men,1.23
同门异户,to2ng men yi hu,1.23
万夫莫当,wa4n fu mo dang,1.23
朗朗乾坤,la3ng lang qian kun,1.23
顺人应天,shun ren ying tia4n,1.23
目注心营,mu zhu xi4n ying,1.23
野心勃勃,ye xin bo3 bo,1.23
怡情理性,yi2 qing li xing,1.23
应答如响,ying da4 ru xiang,1.23
白日作梦,ba2i ri zuo meng,1.23
慎小事微,shen xia4o shi wei,1.23
比肩齐声,bi jia3n qi sheng,1.23
鸟语花香,nia3o yu hua xiang,1.23
活眼现报,huo ya2n xian bao,1.23
付之东流,fu zhi do4ng liu,1.23
魂不负体,hun bu fu ti2,1.23
一时伯仲,yi shi bo1 zhong,1.23
黑天白日,hei tia1n bai ri,1.23
谋事在人,mou shi za2i ren,1.23
三求四告,sa1n qiu si gao,1.23
没头没脑,mei tou mei na2o,1.23
疾风甚雨,ji fe2ng shen yu,1.23
自成一格,zi che4ng yi ge,1.23
论道经邦,lun da4o jing bang,1.23
改操易节,ga3i cao yi jie,1.23
通宵达旦,tong xia1o da dan,1.23
齐心併力,qi2 xin bing li,1.23
白面书生,ba2i mian shu sheng,1.23
声振林木,she1ng zhen lin mu,1.23
繁枝细节,fa2n zhi xi jie,1.23
无恶不造,wu e bu za2o,1.23
儒雅风流,ru ya2 feng liu,1.23
空口无凭,ko1ng kou wu ping,1.23
比屋而封,bi wu e3r feng,1.23
防意如城,fa2ng yi ru cheng,1.23
奉命唯谨,fe4ng ming wei jin,1.23
金兰之友,jin la1n zhi you,1.23
应机立断,ying ji li dua4n,1.23
有板有眼,you ba3n you yan,1.23
老王卖瓜,la3o wang mai gua,1.23
承上起下,cheng sha2ng qi xia,1.23
主情造意,zhu qing za3o yi,1.23
源远流长,yua2n yuan liu chang,1.23
情理难容,qing li na2n rong,1.23
多能多艺,duo1 neng duo yi,1.23
齐心并力,qi2 xin bing li,1.23
拉三扯四,la1 san che si,1.23
以力服人,yi li fu re3n,1.23
齐心同力,qi xin to2ng li,1.23
山明水秀,sha1n ming shui xiu,1.22
贵贱高下,gui jia4n gao xia,1.22
闭门觅句,bi me4n mi ju,1.22
不生不灭,bu she4ng bu mie,1.22
乞儿乘车,qi e3r cheng che,1.22
停云落月,ting yun luo2 yue,1.22
缺吃少穿,que chi xha1o chuan,1.22
傲不可长,a4o bu ke zhang,1.22
不齿于人,bu chi yu re4n,1.22
水明山秀,shui ming sha3n xiu,1.22
一索得男,yi suo de na1n,1.22
载笑载言,za4i xiao zai yan,1.22
为德不终,wei de bu zho2ng,1.22
开利除害,ka1i li chu hai,1.22
龙行虎变,long xing hu bia2n,1.22
酒绿灯红,jiu lv deng ho3ng,1.22
妙手空空,mia4o shou kong kong,1.22
谢家活计,xie jia4 huo ji,1.22
千条万端,qia1n tiao wan duan,1.22
恪守不渝,ke sho4u bu yu,1.22
多艺多才,duo yi duo ca1i,1.22
追本溯源,zhui ben su yua1n,1.22
必经之路,bi4 jing zhi lu,1.22
含章天挺,ha2n zhang tian ting,1.22
依流平进,yi liu1 ping jin,1.22
进退无依,jin tui4 wu yi,1.22
推本溯源,tui ben su yua1n,1.22
天女散花,tia1n nv san hua,1.22
逾山越海,yu sha2n yue hai,1.22
酒有别肠,jiu you bie cha3ng,1.22
有头无脑,you tou wu na3o,1.22
言外之味,ya2n wai zhi wei,1.22
江流日下,jia1ng liu ri xia,1.22
遗臭千秋,yi chou qia2n qiu,1.22
草草了事,ca3o cao liao shi,1.22
李广未封,li gua3ng wei feng,1.22
食不重肉,shi bu zho2ng rou,1.22
执两用中,zhi lia2ng yong zhong,1.22
比屋可封,bi wu ke3 feng,1.22
提纲举领,ti ga2ng ju ling,1.22
一目之士,yi1 mu zhi shi,1.22
高位厚禄,ga1o wei hou lu,1.22
之死不渝,zhi1 si bu yu,1.22
首善之区,shou sha3n zhi qu,1.22
重气轻命,zho4ng qi qing ming,1.22
决一死战,jue yi si zha2n,1.22
传为笑柄,chua2n wei xiao bing,1.22
老调重弹,la3o diao zhong dan,1.22
独行其是,du xi2ng qi shi,1.22
金谷酒数,jin gu jiu1 shu,1.22
五子登科,wu zi de3ng ke,1.22
元方季方,yua2n fang ji fang,1.22
国无二君,guo2 wu er jun,1.22
无平不颇,wu ping bu po2,1.22
黯然失色,a4n ran shi se,1.22
动如参商,dong ru ca4n shang,1.22
鱼质龙文,yu zhi lo2ng wen,1.22
节用爱民,jie yong a2i min,1.22
秀水明山,xiu shui ming sha4n,1.22
人烟稠密,ren ya2n chou mi,1.22
应节合拍,ying jie he pa4i,1.22
藏之名山,ca2ng zhi ming shan,1.22
飞来横祸,fei la1i heng huo,1.22
渔翁得利,yu we2ng de li,1.22
整整截截,zhe3ng zheng jie jie,1.22
明若观火,ming ruo gua2n huo,1.22
无挂无碍,wu gua2 wu ai,1.22
草木知威,ca3o mu zhi wei,1.22
饱食终日,ba3o shi zhong ri,1.22
掠人之美,lve4 ren zhi mei,1.22
下笔成章,xia4 bi cheng zhang,1.22
无偏无党,wu pia2n wu dang,1.22
魂驰梦想,hun chi meng xia2ng,1.22
吹吹打打,chui chui da1 da,1.22
计获事足,ji huo4 shi zu,1.22
爱民如子,a4i min ru zi,1.22
五谷不升,wu gu bu she3ng,1.22
水秀山明,shui xiu sha3n ming,1.22
巧立名目,qia3o li ming mu,1.22
心活面软,xin huo mia1n ruan,1.22
星罗云布,xing luo1 yun bu,1.22
文期酒会,we2n qi jiu hui,1.22
故甚其词,gu she4n qi ci,1.22
黯淡无光,a4n dan wu guang,1.22
题名道姓,ti ming da2o xing,1.22
温情脉脉,wen qing mo1 mo,1.22
天无二日,tia1n wu er ri,1.22
无党无偏,wu da2ng wu pian,1.22
怨入骨髓,yua4n ru gu sui,1.22
毫厘千里,ha2o li qian li,1.22
独行其道,du xing qi da2o,1.22
轻车简从,qing che jia1n cong,1.22
罪不胜诛,zui bu she4ng zhu,1.22
国富民丰,guo2 fu min feng,1.22
望而却步,wa4ng er que bu,1.22
不次之迁,bu ci zhi qia4n,1.21
东搜西罗,do1ng sou xi luo,1.21
事过情迁,shi guo qing qia4n,1.21
进退失据,jin tui4 shi ju,1.21
疾首痛心,ji sho2u tong xin,1.21
画虎类狗,hua4 hu lei gou,1.21
冒名顶替,ma4o ming ding ti,1.21
进退失所,jin tui shi suo4,1.21
独揽大权,du la2n da quan,1.21
以养伤身,yi ya3ng shang shen,1.21
至死不悟,zhi4 si bu wu,1.21
应天承运,ying tia4n cheng yun,1.21
青天白日,qing tia1n bai ri,1.21
锦瑟年华,jin se nia3n hua,1.21
下笔千言,xia4 bi qian yan,1.21
连州跨郡,lia2n zhou kua jun,1.21
漫天大谎,ma4n tian da huang,1.21
进利除害,jin li chu ha4i,1.21
弄性尚气,nong xing sha4ng qi,1.21
金玉锦绣,jin yu jin xiu1,1.21
直言正谏,zhi ya2n zheng jian,1.21
进退失图,jin tui4 shi tu,1.21
隐隐约约,yin yin yue3 yue,1.21
七情六欲,qi qing liu1 yu,1.21
指树为姓,zhi shu we3i xing,1.21
择善而行,ze sha2n er xing,1.21
大才盘盘,da4 cai pan pan,1.21
如花似月,ru hua2 si yue,1.21
劫后余生,jie ho2u yu sheng,1.21
鬼计多端,gui ji duo dua3n,1.21
号天扣地,ha4o tian kou di,1.21
杨穿三叶,ya2ng chuan san ye,1.21
笔墨之林,bi mo3 zhi lin,1.21
活眼活现,huo ya2n huo xian,1.21
六亲不认,liu qin bu re4n,1.21
风吹浪打,feng chui la1ng da,1.21
将本求财,jia1ng ben qiu cai,1.21
战火纷飞,zha4n huo fen fei,1.21
正理平治,zhe4ng li ping zhi,1.21
汪洋浩博,wa1ng yang hao bo,1.21
成群逐队,che2ng qun zhu dui,1.21
口角生风,kou jia3o sheng feng,1.21
白日飞升,ba2i ri fei sheng,1.21
七张八嘴,qi zha1ng ba zui,1.21
贪财好色,ta1n cai hao se,1.21
偏三向四,pia1n san xiang si,1.21
大梦初醒,da4 meng chu xing,1.21
双管齐下,shua1ng guan qi xia,1.21
合盘托出,he pa2n tuo chu,1.21
错落有致,cuo4 luo you zhi,1.21
谈吐风生,ta2n tu feng sheng,1.21
不谋而同,bu mo4u er tong,1.21
有头有尾,yo3u tou you wei,1.21
小廉大法,xia3o lian da fa,1.21
叶公好龙,ye gong ha4o long,1.21
白日青天,ba2i ri qing tian,1.21
万古长存,wa4n gu chang cun,1.21
黑价白日,hei jia1 bai ri,1.21
饶舌调唇,ra2o she tiao chun,1.21
谈吐生风,ta2n tu sheng feng,1.21
人不聊生,ren bu lia2o sheng,1.21
端本正源,dua1n ben zheng yuan,1.21
枯木再生,ku mu za1i sheng,1.21
富国裕民,fu guo4 yu min,1.21
神道设教,shen da2o she jiao,1.21
破壁飞去,po4 bi fei qu,1.21
一索成男,yi suo cheng na1n,1.21
异名同实,yi ming to4ng shi,1.21
十世单传,shi shi da2n chuan,1.21
神完气足,shen wa2n qi zu,1.21
神不附体,she2n bu fu ti,1.21
梳妆打扮,shu zhua1ng da ban,1.21
助人下石,zhu ren xia4 shi,1.21
目成心许,mu che4ng xin xu,1.21
因树为屋,yin shu we1i wu,1.21
七嘴八张,qi zui ba1 zhang,1.21
从善如流,cong sha2n ru liu,1.21
鼻孔朝天,bi kong cha2o tian,1.21
兼容并蓄,jia1n rong bing xu,1.21
退让贤路,tui ra4ng xian lu,1.21
抱冰公事,ba4o bing gong shi,1.21
顿足不前,dun zu bu qia4n,1.21
大计小用,da4 ji xiao yong,1.21
见性成佛,jia4n xing cheng fo,1.21
报冰公事,ba4o bing gong shi,1.21
痛心疾首,to4ng xin ji shou,1.21
五角六张,wu jia3o liu zhang,1.21
逐队成群,zhu dui che2ng qun,1.21
别具手眼,bie ju shou ya2n,1.21
解囊相助,jie na3ng xiang zhu,1.21
融液贯通,rong ye gua2n tong,1.21
知恩报德,zhi en ba1o de,1.21
钟鼎山林,zhong ding sha1n lin,1.21
闻风而动,wen feng er do2ng,1.21
民生涂炭,min sheng tu ta2n,1.21
民不畏死,min bu we2i si,1.21
远见卓识,yua3n jian zhuo shi,1.21
后进之秀,ho4u jin zhi xiu,1.21
大权独揽,da4 quan du lan,1.21
含章挺生,ha2n zhang ting sheng,1.21
悔恨交加,hui hen jia3o jia,1.21
大法小廉,da4 fa xiao lian,1.21
面如土色,mia4n ru tu se,1.21
矮人看场,a3i ren kan chang,1.21
一草一木,yi ca1o yi mu,1.21
问鼎轻重,wen ding qing zho4ng,1.21
望表知里,wa4ng biao zhi li,1.21
更姓改物,geng xing ga1i wu,1.21
闭门扫轨,bi men sa4o gui,1.21
爱素好古,a4i su hao gu,1.21
欢聚一堂,hua1n ju yi tang,1.21
名同实异,ming to2ng shi yi,1.21
成败利钝,cheng ba2i li dun,1.21
一板三眼,yi ba1n san yan,1.21
困而不学,kun e4r bu xue,1.21
项背相望,xia4ng bei xiang wang,1.21
半青半黄,ba4n qing ban huang,1.21
困而学之,kun e4r xue zhi,1.21
改行迁善,ga3i xing qian shan,1.21
支分节解,zhi fe1n jie jie,1.21
风举云飞,fe1ng ju yun fei,1.21
雄心壮志,xiong xin zhua2ng zhi,1.2
取长补短,qu cha3ng bu duan,1.2
难进易退,nan jin yi tui,1.2
特立独行,te4 li du xing,1.2
以夜继日,yi ye3 ji ri,1.2
去末归本,qu mo4 gui ben,1.2
追根溯源,zhui gen su yua1n,1.2
奇谈怪论,qi ta2n guai lun,1.2
以日继夜,yi ri ji ye3,1.2
泥牛入海,ni niu ru ha2i,1.2
厚貌深情,hou ma4o shen qing,1.2
破镜重合,po4 jing zhong he,1.2
吹网欲满,chui wa1ng yu man,1.2
才高八斗,ca2i gao ba dou,1.2
轻薄无行,qing ba1o wu xing,1.2
吴带当风,wu da2i dang feng,1.2
八斗之才,ba1 dou zhi cai,1.2
淡而无味,da4n er wu wei,1.2
不破不立,bu puo4 bu li,1.2
脸红筋涨,lia3n hong jin zhang,1.2
轻车减从,qing che jia1n cong,1.2
一穷二白,yi qiong er ba1i,1.2
断根绝种,dua4n gen jue zhong,1.2
有头无尾,yo3u tou wu wei,1.2
权均力敌,qua2n jun li di,1.2
盈盈一水,ying ying yi shui2,1.2
化性起伪,hua4 xing qi wei,1.2
相女配夫,xia4ng nv pei fu,1.2
极情尽致,ji2 qing jin zhi,1.2
风花雪月,feng hua1 xue yue,1.2
金石之策,jin shi zhi ce1,1.2
面面圆到,mia4n mian yuan dao,1.2
金石丝竹,ji1n shi si zhu,1.2
金石良言,jin shi lia1ng yan,1.2
鱼龙百变,yu long ba2i bian,1.2
正正气气,zhe4ng zheng qi qi,1.2
文弱书生,wen ruo2 shu sheng,1.2
子曰诗云,zi yue3 shi yun,1.2
存亡未卜,cun wa2ng wei bu,1.2
悠悠荡荡,you you da1ng dang,1.2
我心如秤,wo3 xin ru cheng,1.2
其乐不穷,qi le bu qio2ng,1.2
雪月风花,xue yue feng hua3,1.2
名山胜水,ming sha2n sheng shui,1.2
日以继夜,ri yi ji ye4,1.2
欣然自得,xin ra1n zi de,1.2
改玉改行,ga3i yu gai xing,1.2
日中必移,ri zho4ng bi yi,1.2
半死不活,ba4n si bu huo,1.2
永劫沉沦,yo3ng jie chen lun,1.2
闻一知二,we2n yi zhi er,1.2
如梦初醒,ru me2ng chu xing,1.2
坐不重席,zuo4 bu chong xi,1.2
开科取士,ka1i ke qu shi,1.2
源源而来,yua2n yuan er lai,1.2
面面相窥,mia4n mian xiang kui,1.2
知人善任,zhi ren sha1n ren,1.2
相知有素,xia1ng zhi you su,1.2
五陵年少,wu ling nia3n shao,1.2
卓绝千古,zhuo jue qia2n gu,1.2
伯乐相马,bo le xia2ng ma,1.2
屋乌之爱,wu wu zhi a1i,1.2
兼权尚计,jia1n quan shang ji,1.2
璀璨夺目,cui ca3n duo mu,1.2
张口结舌,zha1ng kou jie she,1.2
闭合思过,bi ge si guo4,1.2
张口掉舌,zha1ng kou diao she,1.2
轻车熟道,qing che shu da1o,1.2
兼收并采,jia1n shou bing cai,1.2
自告奋勇,zi ga4o fen yong,1.2
壶里乾坤,hu li qia2n kun,1.2
情同骨肉,qing to2ng gu rou,1.2
老师宿儒,la3o shi xiu ru,1.2
多闻强记,duo wen qia1ng ji,1.2
以伪乱真,yi wei lua3n zhen,1.2
何其毒也,he2 qi du ye,1.2
鹅毛大雪,e ma2o da xue,1.2
泼油救火,po1 you jiu huo,1.2
平心易气,pi2ng xin yi qi,1.2
千了百了,qia1n le bai le,1.2
视微知著,shi wei zhi zhuo4,1.2
安身乐业,a1n shen le ye,1.2
莫之与京,mo4 zhi yu jing,1.2
繁华损枝,fa2n hua sun zhi,1.2
人众胜天,ren zhong sheng tia2n,1.2
东流西落,do1ng liu xi luo,1.2
直言极谏,zhi ya2n ji jian,1.2
军临城下,jun lin cheng xia1,1.2
猛虎插翅,meng hu cha3 chi,1.2
不挠不屈,bu na4o bu qu,1.2
枯树开花,ku shu ka1i hua,1.2
进退消长,jin tui xia4o chang,1.2
矮人看戏,a3i ren kan xi,1.2
盘水加剑,pan shui jia jian,1.2
玉石不分,yu shi bu fe4n,1.2
另谋高就,ling mou ga4o jiu,1.2
画意诗情,hua4 yi shi qing,1.2
大梦方醒,da4 meng fang xing,1.2
进退维谷,jin tui we4i gu,1.2
骨肉至亲,gu ro3u zhi qin,1.2
出言有章,chu ya1n you zhang,1.2
至亲骨肉,zhi qin gu ro4u,1.2
悲喜交集,bei xi jia1o ji,1.2
燕子衔食,ya4n zi xian shi,1.2
根生土长,gen shen tu zha1ng,1.2
赞口不绝,za4n kou bu jue,1.2
黄梁一梦,hua2ng liang yi meng,1.2
乘其不意,che2ng qi bu yi,1.2
挂席为门,gua4 xi wei men,1.2
李广难封,li gua3ng nan feng,1.2
超今绝古,cha1o jin jue gu,1.2
三江五湖,sa1n jiang wu hu,1.2
矮人观场,a3i ren guan chang,1.2
故步自封,gu bu zi fe4ng,1.2
亲如骨肉,qin ru gu ro1u,1.2
望文生义,wa4ng wen sheng yi,1.2
赞不绝口,za4n bu jue kou,1.2
诗以言志,shi yi ya1n zhi,1.2
诗云子曰,shi yun zi yue1,1.2
百二关河,ba3i er guan he,1.2
食不兼肉,shi bu jia2n rou,1.2
